1	1.0000000000000000e+00
2	1.5000000000000000e+00
3	1.8333333333333333e+00
4	2.0833333333333330e+00
5	2.2833333333333332e+00
6	2.4499999999999997e+00
7	2.5928571428571425e+00
8	2.7178571428571425e+00
9	2.8289682539682537e+00
10	2.9289682539682538e+00
11	3.0198773448773446e+00
12	3.1032106782106781e+00
13	3.1801337551337552e+00
14	3.2515623265623268e+00
15	3.3182289932289937e+00
16	3.3807289932289937e+00
17	3.4395525226407582e+00
18	3.4951080781963135e+00
19	3.5477396571436821e+00
20	3.5977396571436819e+00
21	3.6453587047627294e+00
22	3.6908132502172748e+00
23	3.7342915110868402e+00
24	3.7759581777535067e+00
25	3.8159581777535068e+00
26	3.8544197162150451e+00
27	3.8914567532520823e+00
28	3.9271710389663679e+00
29	3.9616537975870574e+00
30	3.9949871309203906e+00
31	4.0272451954365200e+00
32	4.0584951954365200e+00
33	4.0887982257395503e+00
34	4.1182099904454326e+00
35	4.1467814190168610e+00
36	4.1745591967946387e+00
37	4.2015862238216659e+00
38	4.2279020132953500e+00
39	4.2535430389363755e+00
40	4.2785430389363759e+00
41	4.3029332828388149e+00
42	4.3267428066483387e+00
43	4.3499986206018271e+00
44	4.3727258933290996e+00
45	4.3949481155513217e+00
46	4.4166872459861040e+00
47	4.4379638417307845e+00
48	4.4587971750641175e+00
49	4.4792053383294235e+00
50	4.4992053383294230e+00
51	4.5188131814666779e+00
52	4.5380439506974470e+00
53	4.5569118752257491e+00
54	4.5754303937442673e+00
55	4.5936122119260858e+00
56	4.6114693547832291e+00
57	4.6290132144323515e+00
58	4.6462545937426967e+00
59	4.6632037462850695e+00
60	4.6798704129517361e+00
61	4.6962638555746867e+00
62	4.7123928878327517e+00
63	4.7282659037057675e+00
64	4.7438909037057675e+00
65	4.7592755190903828e+00
66	4.7744270342418984e+00
67	4.7893524073762270e+00
68	4.8040582897291682e+00
69	4.8185510433523566e+00
70	4.8328367576380709e+00
71	4.8469212646803248e+00
72	4.8608101535692141e+00
73	4.8745087837062000e+00
74	4.8880222972197132e+00
75	4.9013556305530468e+00
76	4.9145135252898893e+00
77	4.9275005382769024e+00
78	4.9403210510974152e+00
79	4.9529792789455165e+00
80	4.9654792789455167e+00
81	4.9778249579578624e+00
82	4.9900200799090815e+00
83	5.0020682726801660e+00
84	5.0139730345849278e+00
85	5.0257377404672807e+00
86	5.0373656474440249e+00
87	5.0488599003175878e+00
88	5.0602235366812245e+00
89	5.0714594917374045e+00
90	5.0825706028485156e+00
91	5.0935596138375265e+00
92	5.1044291790549181e+00
93	5.1151818672269611e+00
94	5.1258201650993014e+00
95	5.1363464808887747e+00
96	5.1467631475554416e+00
97	5.1570724259059570e+00
98	5.1672765075386105e+00
99	5.1773775176396208e+00
100	5.1873775176396206e+00
101	5.1972785077386305e+00
102	5.2070824293072580e+00
103	5.2167911671713361e+00
104	5.2264065517867211e+00
105	5.2359303613105306e+00
106	5.2453643235746812e+00
107	5.2547101179672042e+00
108	5.2639693772264637e+00
109	5.2731436891530690e+00
110	5.2822345982439778e+00
111	5.2912436072529871e+00
112	5.3001721786815583e+00
113	5.3090217362036825e+00
114	5.3177936660282441e+00
115	5.3264893182021575e+00
116	5.3351100078573301e+00
117	5.3436570164043387e+00
118	5.3521315926755255e+00
119	5.3605349540200633e+00
120	5.3688682873533971e+00
121	5.3771327501633142e+00
122	5.3853294714747895e+00
123	5.3934595527756022e+00
